Song_Id,track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,release_date,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,log_streams,trending,trend_score
4343,FLOWER,JISOO,1,839,18,232896922.0,20,110,20,0,69.0,124,A,Minor,2023-03-31,84.0,64.0,39.0,3.0,0.0,11.0,4.0,19.266106523088464,False,0.01
4343,FLOWER,JISOO,1,839,18,232896922.0,20,110,20,0,69.0,124,A,Minor,2023-03-31,80.0,42.0,68.0,2.0,0.0,66.0,4.0,19.266106523088464,False,0.01
2258,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,259,0,37126685.0,5,17,5,0,0.0,135,A,Minor,2028-06-02,70.0,97.0,62.0,47.0,0.0,10.0,10.101545253863135,17.429846568197362,False,0.01
2258,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,259,0,37126685.0,5,17,5,0,0.0,135,A,Minor,2028-06-02,77.0,28.0,55.0,18.0,0.0,22.0,15.0,17.429846568197362,False,0.01
2964,Eyes Closed,Ed Sheeran,1,2915,30,195576623.0,116,69,107,3,675.0,107,D,Major,2023-03-23,77.0,51.439293598233995,42.0,1.0,1.0,13.0,19.0,19.091462799220743,False,0.04
2964,Eyes Closed,Ed Sheeran,1,2915,30,195576623.0,116,69,107,3,675.0,107,D,Major,2023-03-23,78.0,39.0,53.0,30.0,0.0,11.0,6.0,19.091462799220743,False,0.04
3304,Escapism.,"RAYE, 070 Shake",2,5129,25,532336353.0,116,84,114,18,348.0,96,D,Major,2022-10-12,54.0,25.0,74.0,14.0,0.0,9.0,11.0,20.09278609188456,False,0.11
2650,La Jumpa,"Arcangel, Bad Bunny",2,3794,34,538115192.0,47,77,53,10,8.0,123,G#,Major,2022-11-30,71.0,58.0,70.0,30.0,0.0,32.0,19.0,20.10358320858996,False,0.05
4092,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,588,0,46142772.0,23,21,31,0,0.0,90,G#,Major,2023-05-26,62.0,7.0,62.0,6.0,0.0,58.0,6.0,17.647250908600544,False,0.01
3805,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2959,16,401036314.0,41,69,38,0,36.0,117,F,Minor,2022-12-02,72.0,45.0,59.0,14.0,1.6225165562913908,20.0,21.0,19.80956254226769,False,0.01
3633,Las Morras,"BLESSD, Peso Pluma",2,291,8,127026613.0,8,78,4,1,1.0,133,A,Minor,2023-04-04,78.0,90.0,84.0,31.0,0.0,7.0,4.0,18.65990718152355,False,0.01
4253,CHORRITO PA LAS ANIMAS,Feid,1,2321,36,345031710.0,29,65,34,5,3.0,96,G#,Minor,2022-12-02,74.0,61.0,83.0,11.0,0.0,35.0,6.0,19.65914688671365,False,0.01
3425,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,536,10,288101651.0,10,72,8,3,14.0,149,G#,Major,2022-12-01,66.0,85.0,60.0,40.0,0.0,14.0,13.0,19.478823934158413,False,0.01
3402,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,359,2,60350538.0,1,0,9,0,0.0,110,F#,Minor,2023-05-26,66.94701986754967,32.0,64.24366041896361,81.0,0.0,11.0,3.0,17.9156804367024,False,0.01
4571,Players,Coi Leray,1,4096,6,335074782.0,118,48,143,0,240.0,105,F#,Major,2022-11-30,95.0,51.439293598233995,52.0,3.0,0.0,5.0,16.0,19.62986429771242,False,0.14
2588,Bite Me,ENHYPEN,1,349,69,76767396.0,8,96,5,0,56.0,105,C#,Major,2023-05-22,80.0,69.0,78.0,28.0,0.0,11.0,14.0,18.15629058975536,False,0.02
2145,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,381,5,46065667.0,23,82,6,0,113.0,134,B,Major,2023-05-26,66.94701986754967,61.0,58.0,6.0,0.0,16.0,3.0,17.645578501668265,False,0.01
3319,Normal,Feid,1,2461,36,459276435.0,47,66,45,5,6.0,170,E,Minor,2022-07-08,69.0,70.0,89.0,4.0,0.0,49.0,3.0,19.945162843821418,False,0.01
3319,Normal,Feid,1,2461,36,459276435.0,47,66,45,5,6.0,170,E,Minor,2022-07-08,71.0,59.0,56.0,4.0,0.0,27.0,12.0,19.945162843821418,False,0.01
4422,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,2023-06-02,66.94701986754967,56.0,90.0,0.0,0.0,10.0,4.0,17.496011157309443,False,0.0
4422,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,2023-06-02,85.0,41.0,43.0,39.0,0.0,12.0,21.0,17.496011157309443,False,0.01
4422,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,2023-06-02,59.0,26.0,60.0,46.0,1.0,25.0,13.0,17.496011157309443,False,0.01
2374,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,967,5,138517666.0,7,29,51,1,29.0,154,F#,Major,2023-03-01,73.0,88.0,57.0,56.0,0.0,18.118101545253865,2.0,18.746508435023426,False,0.01
2374,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,967,5,138517666.0,7,29,51,1,29.0,154,F#,Major,2023-03-01,63.0,75.0,92.0,31.0,0.0,91.0,5.0,18.746508435023426,False,0.01
2071,Bad Habit,Steve Lacy,1,8186,12,822633917.0,155,72,131,16,29.0,169,C#,Major,2022-06-29,66.94701986754967,69.0,51.0,63.0,1.6225165562913908,38.0,4.0,20.528021845587432,True,0.54
4105,CUFF IT,Beyoncï¿,1,7842,10,595900742.0,215,88,330,26,23.0,115,G,Major,2022-07-29,78.0,64.0,69.0,4.0,0.0,7.0,14.0,20.20558467256993,False,0.5
3642,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,215,6,51985779.0,6,14,8,2,4.0,84,A,Minor,2023-06-05,43.0,14.0,74.0,1.0,0.0,19.0,8.0,17.766480777609814,False,0.01
4695,69,"Nicky Jam, Feid",2,1134,22,57945987.0,39,14,48,2,3.0,93,G#,Major,2023-05-18,79.0,58.0,62.0,11.0,0.0,11.0,23.0,17.875021893256747,False,0.01
4258,Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,1305,34,115010040.0,29,26,43,5,44.0,91,G,Major,2023-04-21,82.0,47.0,62.0,10.0,0.0,10.0,15.0,18.560529995559442,False,0.01
4258,Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,1305,34,115010040.0,29,26,43,5,44.0,91,G,Major,2023-04-21,78.0,5.0,30.0,26.994487320837926,0.0,13.0,5.0,18.560529995559442,False,0.02
3935,Search & Rescue,Drake,1,2066,6,175097833.0,58,70,43,0,182.0,142,A#,Minor,2023-04-07,82.0,54.0,44.0,6.0,0.0,33.0,7.0,18.980855427105325,False,0.02
2703,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,896,0,57089066.0,34,2,33,0,1.0,126,C#,Major,2023-05-19,78.0,20.0,70.0,1.0,0.0,16.0,4.0,17.86012318518998,False,0.01
3603,Lavender Haze,Taylor Swift,1,3763,8,488386797.0,51,43,38,10,1.0,97,A#,Major,2022-10-21,73.0,10.0,44.0,26.994487320837926,0.0,16.0,8.0,20.006618268713446,False,0.07
4254,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,197,0,32761689.0,3,10,3,0,0.0,101,F,Major,2023-06-02,92.0,59.0,51.0,41.0,51.0,18.118101545253865,8.0,17.304770402920152,False,0.0
2556,Efecto,Bad Bunny,1,4004,33,1047480053.0,34,65,43,6,2.0,98,G,Minor,2022-05-06,66.94701986754967,23.0,48.0,14.0,0.0,18.118101545253865,5.0,20.76965316805183,True,0.14
4517,Erro Gostoso - Ao Vivo,Simone Mendes,1,984,5,153454328.0,8,57,76,2,49.0,154,F#,Major,2023-01-27,59.0,63.0,89.0,18.0,0.0,80.0,9.0,18.848913549775787,False,0.01
4799,Cupido,Tini,1,1240,24,217672943.0,51,29,63,4,54.0,120,A,Major,2023-02-14,91.0,63.0,58.0,52.0,0.0,31.0,22.0,19.198504237360428,False,0.01
4799,Cupido,Tini,1,1240,24,217672943.0,51,29,63,4,54.0,120,A,Major,2023-02-14,40.0,23.0,48.0,5.0,0.0,12.0,3.0,19.198504237360428,False,0.02
3567,Just Wanna Rock,Lil Uzi Vert,1,3995,13,457184829.0,72,27,47,0,0.0,150,B,Major,2022-10-17,49.0,4.0,55.0,7.0,0.0,6.0,3.0,19.94059830910698,False,0.1
3765,Unstoppable,Sia,1,7681,13,939844851.0,119,66,1145,2,0.0,174,A,Major,2016-01-21,47.0,27.0,78.0,11.0,1.6225165562913908,10.0,8.0,20.66122536854207,True,0.83
4286,Until I Found You,Stephen Sanchez,1,4427,4,726434358.0,69,100,154,20,438.0,202,A#,Major,2021-09-01,93.0,62.0,61.0,0.0,0.0,12.0,20.0,20.40365868451819,False,0.12
4286,Until I Found You,Stephen Sanchez,1,4427,4,726434358.0,69,100,154,20,438.0,202,A#,Major,2021-09-01,34.0,25.0,51.0,69.0,0.0,18.0,4.0,20.40365868451819,False,0.23
3559,Rich Flex,"Drake, 21 Savage",2,4657,18,573633020.0,84,84,42,0,23.0,153,B,Minor,2022-11-04,56.0,42.0,52.0,5.0,0.0,36.0,24.0,20.167500413584342,False,0.08
3444,Easy On Me,Adele,1,10195,20,1406111294.0,258,87,657,22,9.0,142,F,Major,2021-10-14,79.0,70.0,36.0,0.0,1.6225165562913908,6.0,11.0,21.06409378438562,True,0.93
3444,Easy On Me,Adele,1,10195,20,1406111294.0,258,87,657,22,9.0,142,F,Major,2021-10-14,60.0,13.0,37.0,58.0,0.0,13.0,3.0,21.06409378438562,True,0.94
4066,Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,269,4,71573339.0,7,2,30,1,11.0,108,A,Minor,2023-05-11,84.0,55.0,47.0,26.0,0.0,20.0,64.0,18.086233216224038,False,0.01
4557,Danger (Spider) (Offset & JID),"Offset, JID",2,214,0,24975653.0,3,3,6,0,0.0,143,B,Major,2023-06-02,83.0,25.0,69.0,4.0,0.0,23.0,12.0,17.033412068342226,False,0.01
4227,Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,845,2,145458418.0,12,57,47,1,33.0,108,D,Major,2023-02-14,67.0,55.0,67.0,60.0,0.0,80.0,5.0,18.79540082366419,False,0.01
4210,The Real Slim Shady,Eminem,1,20763,27,1424589568.0,81,53,3271,1,17.0,104,F,Minor,2000-01-01,95.0,78.0,66.0,3.0,0.0,4.0,6.0,21.07714958742641,True,0.9
3881,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,1267,20,231332117.0,41,22,56,4,84.0,93,F#,Minor,2022-12-16,71.0,90.0,81.0,31.0,2.0,13.0,3.0,19.259364976186863,False,0.01
2755,The Color Violet,Tory Lanez,1,2585,32,415932686.0,3,79,21,1,54.0,105,F#,Minor,2021-12-10,65.0,46.0,53.0,16.0,0.0,9.0,5.0,19.846033995036716,False,0.01
3896,Glimpse of Us,Joji,1,6330,6,988515741.0,109,42,158,3,31.0,170,G#,Major,2022-06-10,44.0,27.0,32.0,89.0,1.6225165562913908,14.0,5.0,20.71171512558724,True,0.47
4299,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,675,1,50847624.0,9,13,11,0,1.0,178,C#,Minor,2023-05-04,62.0,56.0,64.24366041896361,18.0,0.0,12.0,5.0,17.74434397337005,False,0.01
4378,Curtains,Ed Sheeran,1,715,0,39893489.0,37,3,27,0,50.0,176,F#,Minor,2023-05-05,50.0,44.0,76.0,10.0,0.0,32.0,5.0,17.501723710653657,False,0.01
4746,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,327,13,92035115.0,14,110,9,0,49.0,104,E,Minor,2023-05-01,80.0,38.0,88.0,11.0,0.0,11.0,5.0,18.337680757838235,False,0.01
4467,Haegeum,Agust D,1,244,12,118810253.0,6,84,10,2,9.0,85,G,Major,2023-04-21,70.0,83.0,84.0,31.0,0.0,47.0,30.0,18.593038274299367,False,0.01
3262,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,385,4,77233241.0,17,7,41,1,29.0,117,F#,Minor,2023-04-30,24.0,76.0,60.0,77.0,0.0,12.0,10.101545253863135,18.162340518170137,False,0.04
3262,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,385,4,77233241.0,17,7,41,1,29.0,117,F#,Minor,2023-04-30,77.0,69.0,58.0,39.0,0.0,26.0,5.0,18.162340518170137,False,0.01
2328,MIENTRAS ME CURO DEL CORA,Karol G,1,1020,35,206399629.0,15,26,30,6,0.0,80,Unknown,Major,2023-02-24,63.0,76.0,67.0,38.0,1.6225165562913908,6.0,4.0,19.145324798934418,False,0.02
2328,MIENTRAS ME CURO DEL CORA,Karol G,1,1020,35,206399629.0,15,26,30,6,0.0,80,Unknown,Major,2023-02-24,52.0,57.0,64.24366041896361,86.0,0.0,15.0,39.0,19.145324798934418,False,0.02
4688,Never Felt So Alone,Labrinth,1,1730,3,117747907.0,46,5,51,0,20.0,98,F,Major,2023-04-07,84.0,90.0,70.0,9.0,0.0,14.0,8.0,18.584056524248624,False,0.01
4688,Never Felt So Alone,Labrinth,1,1730,3,117747907.0,46,5,51,0,20.0,98,F,Major,2023-04-07,44.0,36.0,41.0,50.0,0.0,38.0,5.0,18.584056524248624,False,0.01
4753,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2127,33,266624541.0,45,80,53,8,4.0,178,C#,Minor,2023-02-02,79.0,58.0,78.0,34.0,0.0,11.0,25.0,19.40135201698591,False,0.02
4668,ceilings,Lizzy McAlpine,1,3242,9,293186992.0,67,55,48,0,6.0,148,A,Major,2022-04-08,51.0,27.0,33.0,48.0,0.0,22.0,3.0,19.496321164782643,False,0.05
2219,Cupid,Fifty Fifty,1,526,10,139681964.0,15,93,30,0,320.0,120,D,Major,2023-02-24,77.0,94.0,66.0,65.0,0.0,38.0,3.0,18.75487871782603,False,0.01
4837,I AM,IVE,1,366,15,123132751.0,16,102,7,0,55.0,122,E,Minor,2023-04-10,68.0,38.0,88.0,1.0,1.6225165562913908,18.118101545253865,5.0,18.628773615880696,False,0.01
2319,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,472,2,103762518.0,0,0,6,0,0.0,144,F,Major,1997-01-01,74.0,75.0,73.0,42.0,1.6225165562913908,9.0,4.0,18.45761537485588,False,0.01
3608,Shorty Party,"Cartel De Santa, La Kelly",2,432,12,162887075.0,8,14,12,2,33.0,96,D,Major,2023-03-04,93.0,47.0,47.0,33.0,0.0,10.0,36.0,18.90856773340835,False,0.01
2149,Super,SEVENTEEN,1,271,12,91221625.0,16,103,9,0,55.0,137,G#,Major,2023-04-24,77.0,35.0,88.0,16.0,0.0,17.0,9.0,18.328802554127332,False,0.01
3026,Slut Me Out,NLE Choppa,1,816,4,190490915.0,21,4,13,0,4.0,121,F#,Minor,2022-04-22,82.0,82.0,66.0,13.0,0.0,11.0,10.101545253863135,19.065115066354693,False,0.01
3026,Slut Me Out,NLE Choppa,1,816,4,190490915.0,21,4,13,0,4.0,121,F#,Minor,2022-04-22,94.0,71.0,61.0,12.0,0.0,18.118101545253865,42.0,19.065115066354693,False,0.01
3026,Slut Me Out,NLE Choppa,1,816,4,190490915.0,21,4,13,0,4.0,121,F#,Minor,2022-04-22,38.0,20.0,66.0,26.994487320837926,0.0,9.0,8.0,19.065115066354693,False,0.02
2056,Double Fantasy (with Future),"The Weeknd, Future",2,1169,0,96180277.0,36,65,28,0,0.0,119,A,Minor,2023-04-21,60.0,10.0,64.24366041896361,1.0,0.0,50.0,3.0,18.38173488422342,False,0.02
2146,All Of The Girls You Loved Before,Taylor Swift,1,1282,6,185240616.0,26,6,19,0,5.0,96,D,Major,2019-08-23,72.0,40.0,47.0,71.0,0.0,13.0,4.0,19.03716617038536,False,0.01
4821,PROVENZA,Karol G,1,6587,34,885093467.0,114,104,147,11,20.0,111,C#,Major,2022-04-21,87.0,53.0,52.0,66.0,1.0,11.0,5.0,20.601203810954807,True,0.58
2785,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,1444,4,104992946.0,0,0,0,0,0.0,148,A,Major,2025-04-14,71.0,78.0,40.0,46.0,0.0,7.0,45.0,18.469403734437126,False,0.02
2785,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,1444,4,104992946.0,0,0,0,0,0.0,148,A,Major,2025-04-14,90.0,74.0,68.0,14.0,0.0,10.0,19.0,18.469403734437126,False,0.02
2446,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,356,10,147290338.0,4,64,4,2,37.0,182,A,Major,2023-02-03,57.0,51.439293598233995,59.0,8.0,0.0,6.0,10.101545253863135,18.80791629204499,False,0.01
3231,Shivers,Ed Sheeran,1,10147,30,1302184087.0,234,71,543,18,0.0,141,D,Major,2021-09-09,79.0,82.0,64.24366041896361,28.0,0.0,4.0,9.0,20.98730875937123,True,0.9
2848,Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,265,6,158950978.0,8,84,5,1,4.0,145,E,Minor,2022-12-30,76.0,80.0,81.0,19.0,0.0,6.0,9.0,18.88410640447167,False,0.01
2848,Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,265,6,158950978.0,8,84,5,1,4.0,145,E,Minor,2022-12-30,76.0,80.0,81.0,19.0,0.0,6.0,9.0,18.88410640447167,False,0.01
4232,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,351,9,76910644.0,16,90,10,0,64.0,110,B,Minor,2023-04-25,76.0,26.0,70.0,1.0,0.0,41.0,6.0,18.158154851423763,False,0.01
2129,Komang,Raim Laode,1,158,4,137123880.0,5,6,1,1,18.0,134,G,Major,2022-08-16,70.0,35.0,41.0,41.0,0.0,10.0,3.0,18.736395316088814,False,0.02
4057,DESPECHï¿,ROSALï¿½,1,7613,33,782369383.0,180,90,422,15,55.0,130,G,Major,2022-07-28,92.0,78.0,62.0,18.0,0.0,6.0,10.0,20.477837545039904,False,0.64
2082,Made You Look,Meghan Trainor,1,3956,6,502574952.0,142,23,127,3,16.0,145,A#,Major,2022-10-21,84.0,88.0,53.0,35.0,1.6225165562913908,8.0,7.0,20.035255346973234,False,0.07
3681,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,1638,10,207033255.0,0,0,21,0,0.0,130,B,Minor,2023-02-05,69.0,51.439293598233995,90.0,1.0,10.0,15.0,4.0,19.14838999533052,False,0.08
4262,No Se Va,Grupo Frontera,1,924,18,404887295.0,17,80,22,9,38.0,173,Unknown,Major,2022-04-28,66.94701986754967,69.0,53.0,12.0,1.6225165562913908,23.0,3.0,19.819119304861854,False,0.01
3306,Punto G,Quevedo,1,1985,35,381161027.0,34,26,37,5,1.0,92,B,Minor,2022-11-04,75.0,55.0,76.0,26.994487320837926,0.0,18.118101545253865,15.0,19.75873248947074,False,0.01
3306,Punto G,Quevedo,1,1985,35,381161027.0,34,26,37,5,1.0,92,B,Minor,2022-11-04,69.0,35.0,57.0,12.0,0.0,10.0,10.101545253863135,19.75873248947074,False,0.02
2876,Lovers Rock,TV Girl,1,6339,13,466231982.0,3,1,36,1,37.0,105,F,Minor,2014-06-05,56.0,57.0,87.0,0.0,1.0,10.0,4.0,19.960193885816416,False,0.26
4673,METAMORPHOSIS,INTERWORLD,1,1561,24,357580552.0,18,78,24,0,30.0,175,G,Minor,2021-11-25,59.0,15.0,64.0,43.0,90.0,12.0,10.0,19.69487121779383,False,0.01
3593,Mami Chula,"Quevedo, Jhayco",2,875,4,61105704.0,17,13,27,0,43.0,120,G,Minor,2023-04-27,80.0,33.0,70.0,22.0,1.6225165562913908,9.0,4.0,17.928115791305068,False,0.01
3593,Mami Chula,"Quevedo, Jhayco",2,875,4,61105704.0,17,13,27,0,43.0,120,G,Minor,2023-04-27,44.0,14.0,9.0,26.994487320837926,0.0,10.0,3.0,17.928115791305068,False,0.03
4989,En Paris,"El Chachito, Junior H",2,406,5,198275403.0,3,31,2,1,0.0,139,D#,Minor,2022-12-24,70.0,77.0,48.0,37.0,0.0,12.0,10.101545253863135,19.10516755150566,False,0.01
4989,En Paris,"El Chachito, Junior H",2,406,5,198275403.0,3,31,2,1,0.0,139,D#,Minor,2022-12-24,75.0,53.0,74.0,2.0,0.0,11.0,5.0,19.10516755150566,False,0.01
3560,Set Me Free Pt.2,Jimin,1,340,13,168448603.0,4,71,16,1,9.0,132,Unknown,Minor,2023-03-17,59.0,56.0,82.0,12.0,0.0,12.0,6.0,18.94214124045688,False,0.01
3560,Set Me Free Pt.2,Jimin,1,340,13,168448603.0,4,71,16,1,9.0,132,Unknown,Minor,2023-03-17,64.0,54.0,81.0,36.0,0.0,11.0,6.0,18.94214124045688,False,0.01
2641,I Was Never There,"The Weeknd, Gesaffelstein",2,4188,15,705469769.0,30,70,142,0,27.0,114,A#,Major,2018-03-29,32.0,17.0,74.0,26.994487320837926,0.0,17.0,3.0,20.374374479295863,False,0.24
4861,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,105,0,34502215.0,5,9,5,0,0.0,145,B,Minor,2023-05-04,54.0,19.0,48.0,36.0,0.0,37.0,5.0,17.356534111822867,False,0.01
4951,Shut Down,BLACKPINK,1,1524,17,482175240.0,53,120,62,0,2.0,110,Unknown,Major,2022-09-16,82.0,67.0,64.24366041896361,0.0,0.0,18.0,4.0,19.99381817647854,False,0.02
2121,Gato de Noche,"Nengo Flow, Bad Bunny",2,2651,30,304118600.0,21,55,32,3,0.0,94,G#,Major,2022-12-22,89.0,61.0,66.0,17.0,0.0,36.0,16.0,19.532928318156095,False,0.01
2105,Call Out My Name,The Weeknd,1,11087,6,1449799467.0,151,107,801,1,105.0,134,C#,Major,2018-03-29,45.0,17.0,60.0,21.0,0.0,33.0,4.0,21.09469108588382,True,0.89
4086,Like Crazy (English Version),Jimin,1,373,19,173627354.0,4,72,5,0,5.0,120,G,Major,2023-03-24,87.0,51.0,69.0,36.0,0.0,18.118101545253865,8.0,18.9724219226617,False,0.01
4086,Like Crazy (English Version),Jimin,1,373,19,173627354.0,4,72,5,0,5.0,120,G,Major,2023-03-24,62.0,32.0,76.0,0.0,0.0,39.0,4.0,18.9724219226617,False,0.02
3551,Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,200,4,90025258.0,8,77,2,1,1.0,123,G,Minor,2023-02-02,70.0,86.0,68.0,24.0,0.0,11.0,4.0,18.315600844473693,False,0.01
3551,Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,200,4,90025258.0,8,77,2,1,1.0,123,G,Minor,2023-02-02,95.0,36.0,37.0,35.0,1.6225165562913908,10.0,28.0,18.315600844473693,False,0.01
2067,Sunroof,"Nicky Youre, Dazy",2,3741,17,652704649.0,156,35,110,19,0.0,131,A#,Major,2021-12-03,66.94701986754967,84.0,71.0,35.0,0.0,15.0,4.0,20.296635287833173,False,0.07
2982,Lose Yourself - Soundtrack Version,Eminem,1,32502,21,1829992958.0,247,54,5567,1,51.0,171,D,Major,2002-01-01,70.0,6.0,64.24366041896361,1.0,0.0,36.0,26.0,21.327577956251357,True,0.98
3475,Superman,"Eminem, Dina Rae",2,7615,14,655466831.0,18,51,1005,0,0.0,130,E,Minor,2002-05-26,80.0,64.0,76.0,2.0,0.0,20.0,6.0,20.300858260345496,False,0.68
3162,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,1208,34,146409671.0,10,41,20,0,1.0,94,B,Major,2023-03-02,82.0,53.0,67.0,34.0,0.0,9.0,8.0,18.801919222883022,False,0.01
4997,People Pt.2 (feat. IU),"IU, Agust D",2,209,4,95816024.0,4,45,11,2,24.0,89,G,Minor,2023-04-07,73.0,44.0,57.0,39.0,0.0,32.0,6.0,18.377940504526205,False,0.02
4859,REMIX EXCLUSIVO,Feid,1,1235,9,117206995.0,20,8,15,0,6.0,87,F,Minor,2023-03-17,65.0,71.0,56.0,4.0,0.0,15.0,20.0,18.579452126158404,False,0.01
4859,REMIX EXCLUSIVO,Feid,1,1235,9,117206995.0,20,8,15,0,6.0,87,F,Minor,2023-03-17,49.0,13.0,74.0,0.0,0.0,9.0,4.0,18.579452126158404,False,0.01
2984,"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,654,3,100409613.0,11,3,18,1,1.0,124,B,Minor,2023-03-22,72.0,79.0,78.0,55.0,0.0,18.118101545253865,30.0,18.424768517609607,False,0.01
4234,DOGTOOTH,"Tyler, The Creator",2,1479,0,80758350.0,23,0,18,0,33.0,78,G#,Major,2023-03-27,71.0,80.0,65.0,51.0,0.0,22.0,32.0,18.206971932676428,False,0.01
4234,DOGTOOTH,"Tyler, The Creator",2,1479,0,80758350.0,23,0,18,0,33.0,78,G#,Major,2023-03-27,71.0,80.0,65.0,51.0,0.0,22.0,32.0,18.206971932676428,False,0.01
2803,10:35:00,"Tiï¿½ï¿½sto, Tate M",2,4942,26,325592432.0,190,104,147,18,63.0,120,G#,Major,2022-11-01,70.0,70.0,79.0,7.0,0.0,18.0,10.0,19.601156951650612,False,0.26
4021,SORRY NOT SORRY,"Tyler, The Creator",2,709,0,58473276.0,8,1,13,0,0.0,96,F#,Minor,2023-03-31,48.0,50.0,80.0,40.0,0.0,37.0,20.0,17.884080404416814,False,0.01
4856,HAPPY,NF,1,660,0,52722996.0,22,7,11,0,78.0,106,G,Major,2023-03-25,73.0,22.0,86.0,31.0,0.0,12.0,10.101545253863135,17.780562294038976,False,0.01
2826,La Bebe,Yng Lvcas,1,489,17,191945597.0,4,11,5,1,2.0,170,D,Minor,2021-12-24,78.0,75.0,46.0,62.0,0.0,12.0,35.0,19.07272254609263,False,0.01
3395,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,407,0,77377503.0,16,15,5,0,1.0,134,B,Minor,2023-03-24,67.0,83.0,76.0,48.0,0.0,8.0,3.0,18.16420665031939,False,0.01
3395,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,407,0,77377503.0,16,15,5,0,1.0,134,B,Minor,2023-03-24,67.0,11.0,76.0,8.0,47.0,30.0,7.0,18.16420665031939,False,0.01
2879,Late Night Talking,Harry Styles,1,7461,8,743693613.0,166,42,199,16,58.0,115,A#,Major,2022-05-20,71.0,90.0,73.0,30.0,0.0,11.0,5.0,20.42713969884091,False,0.34
2976,Leï¿½,Marï¿½ï¿½lia Mendo,1,993,4,267789608.0,30,84,88,1,28.0,130,F#,Major,2022-12-09,74.0,79.0,87.0,45.0,0.0,30.0,3.0,19.40571218912427,False,0.01
2976,Leï¿½,Marï¿½ï¿½lia Mendo,1,993,4,267789608.0,30,84,88,1,28.0,130,F#,Major,2022-12-09,72.0,70.0,82.0,2.0,0.0,4.0,17.0,19.40571218912427,False,0.01
